StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,tested_positive,know_tested_positive,no_bots,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3
2020-05-01 16:06,2020-05-01 16:37,IP Address,72.141.241.120,100,1867,TRUE,2020-05-01 16:37,R_5jWiv8yA1qDole9,,,,,43.61920166,-79.65380096,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,53,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,10,10,10,6,10,10,10,10,10,10,10,2,3,4,10,10,10,8,2,8,6,8,10,7,8,7,10,10,6,4,6,10,10,10,1,4,10,6,10,5,10,8,4,10,10,10,0,4,10,0,4,4,10,0,10,6,7,10,0,50cents,2700,3
2020-05-01 16:25,2020-05-01 16:41,IP Address,24.67.178.176,100,918,TRUE,2020-05-01 16:41,R_rqHZhC1q3QFHJlL,,,,,49.50050354,-117.2863998,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,23,In a relationship,0,Employed full time,,3,No,No,213,10,0,9,10,10,5,5,8,7,7,10,10,2,10,10,100,0,0,3,3,6,10,7,10,8,6,8,4,2,6,9,10,9,1,3,7,4,7,7,7,7,6,3,1,0,1,2,8,4,6,9,8,1,4,4,10,3,4,3,10,8,2,1,6,4,6,4,4,7,20,20,5,11,6,0,25,300,7
2020-05-01 15:00,2020-05-01 16:42,IP Address,72.140.86.21,100,6106,TRUE,2020-05-01 16:42,R_3QQVKq2895Bvr38,,,,,44.25010681,-79.46630096,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,38,Married,1,Employed full time,,5- In the middle in Canada,No,No,213,9,0,9,9,10,9,9,9,9,9,9,9,9,9,9,100,0,0,6,6,6,7,6,3,7,1,1,1,1,6,7,7,7,2,6,7,7,8,7,7,6,6,3,7,6,7,7,7,7,7,4,3,7,7,8,1,7,4,3,8,8,4,0,8,6,0,7,7,9,50,50,5,3,6,0,100,3,4
2020-05-01 16:21,2020-05-01 16:47,IP Address,184.64.106.208,100,1545,TRUE,2020-05-01 16:47,R_31p9atLx5FxD88z,,,,,51.13909912,-114.2002029,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,Single,0,Student,,5- In the middle in Canada,No,No,213,9,3,9,9,10,6,7,10,,,5,7,9,9,10,60,20,20,4,5,5,5,5,7,5,8,2,0,2,5,8,8,9,5,4,6,1,6,5,5,6,8,7,7,7,5,8,7,7,3,6,7,4,5,5,3,5,2,0,9,7,6,0,3,1,3,5,5,8,40,50,5,10,5,0,50,3 minutes,4 hours
2020-05-01 16:42,2020-05-01 17:08,IP Address,173.214.198.246,100,1525,TRUE,2020-05-01 17:08,R_24uXRvrUGgzqtZB,,,,,49.18330383,-97.9332962,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,44,Married,1,Unemployed looking for work,,5- In the middle in Canada,No,No,213,8,2,6,8,10,8,5,7,8,10,6,8,5,7,10,40,30,30,8,6,5,7,5,9,10,5,8,3,8,2,10,9,10,0,0,8,8,8,8,5,1,6,8,5,7,7,7,9,7,7,7,2,7,4,5,1,8,5,3,8,9,5,0,2,5,0,8,5,9,50,50,6,16,6,0,100 cents,900 minutes,12 hours
2020-05-01 16:47,2020-05-01 17:13,IP Address,96.55.158.206,100,1612,TRUE,2020-05-01 17:13,R_21dCYOvocoVnLFo,,,,,49.19059753,-122.9344025,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,62,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,8,0,7,8,10,9,9,10,7,7,7,8,7,7,8,20,40,40,4,5,7,4,4,9,8,5,5,5,3,7,8,8,8,2,8,6,6,7,7,5,7,5,6,6,7,7,7,6,8,8,3,2,7,2,6,0,6,6,0,9,8,5,1,8,8,1,7,7,7,40,30,5,16,5,0,50 cents,100 minutes,4 hours
2020-05-01 16:17,2020-05-01 17:16,IP Address,166.48.140.210,100,3517,TRUE,2020-05-01 17:16,R_2Y3vrMlgGu1a4Sn,,,,,43.71220398,-79.28430176,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,24,In a relationship,0,Employed full time,,4,No,No,213,8,6,6,10,10,10,10,10,5,8,8,8,3,7,7,90,5,5,3,3,5,7,5,10,10,7,7,5,7,3,10,8,9,0,0,5,7,10,8,7,7,9,7,8,6,8,9,8,2,8,8,7,5,6,10,6,9,5,3,10,9,5,0,8,3,1,9,8,9,80,90,5,10,7,0,25,300 minutes,7 hours
2020-05-01 17:29,2020-05-01 17:56,IP Address,99.247.28.42,100,1581,TRUE,2020-05-01 17:56,R_331KqPS2zsjozte,,,,,43.56390381,-79.71720123,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,27,Single,0,Employed part-time,,4,No,No,213,9,0,6,10,10,3,5,4,4,9,6,6,8,8,8,40,30,30,3,6,3,3,3,9,6,0,0,0,0,4,8,8,8,1,4,4,9,9,9,3,6,6,6,4,4,7,6,5,3,4,8,7,4,6,6,4,4,2,0,10,9,4,0,4,4,2,6,4,10,60,50,3,11,7,0,50,300 minutes,4 hours
2020-05-01 18:06,2020-05-01 19:06,IP Address,24.84.32.213,100,3596,TRUE,2020-05-01 19:06,R_2njQnd7fIR9YTct,,,,,49.25559998,-123.0619965,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,29,Married,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,9,10,10,8,8,9,8,8,10,10,10,10,10,100,0,0,4,5,5,5,5,1,1,1,1,1,1,4,9,9,8,1,3,7,7,8,8,5,6,7,9,8,8,8,8,8,6,8,6,5,7,3,6,4,5,4,3,9,8,5,1,4,4,2,3,6,8,40,40,5,16,7,0,50 cents,300 minutes,4 hours
2020-05-01 18:51,2020-05-01 19:10,IP Address,142.182.138.85,100,1158,TRUE,2020-05-01 19:10,R_2Ey4m1lsd3CWYvr,,,,,43.84500122,-79.3219986,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,42,Married,1,Employed full time,,2,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,50,0,5,7,5,5,4,10,10,0,0,0,0,0,10,10,10,0,0,10,8,9,9,9,7,8,5,5,1,9,8,10,0,10,10,5,2,1,5,0,5,1,0,10,10,10,0,8,8,0,8,9,9,20,10,5,4,3,0,0.5,100,64
2020-05-01 16:28,2020-05-01 19:48,IP Address,216.73.79.230,100,12021,TRUE,2020-05-01 19:48,R_2y8SztFORKPgNm8,,,,,49.84320068,-97.1140976,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,42,Married,0,Employed full time,,4,No,No,213,9,2,9,9,10,9,9,9,8,9,9,9,9,9,10,0,50,50,6,7,6,1,7,9,9,8,8,8,8,4,8,9,9,1,2,5,5,6,5,5,6,7,9,9,7,8,9,9,7,8,5,3,6,6,6,5,7,5,4,9,9,7,1,7,8,1,7,6,8,50,60,7,14,9,0,50,300,4
2020-05-01 19:44,2020-05-01 20:21,IP Address,70.78.220.159,100,2190,TRUE,2020-05-01 20:21,R_2qeF3Iau55uBZZB,,,,,49.07449341,-121.982605,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,52,Married,2,Other,homemaker,4,No,No,213,9,2,9,9,10,8,7,10,5,10,9,8,5,8,8,90,5,5,7,6,5,3,6,9,7,5,5,5,3,10,8,7,5,2,4,5,3,7,5,5,8,3,7,7,5,5,7,10,8,1,1,2,5,0,6,2,9,1,5,8,8,5,0,5,5,10,6,3,5,10,30,5,10,6,0,100,300,4
2020-05-01 20:53,2020-05-01 21:07,IP Address,70.27.54.251,100,859,TRUE,2020-05-01 21:07,R_3j05BXeBIGlLwqW,,,,,43.78059387,-79.35030365,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,43,Single,1,Employed full time,,3,No,No,213,9,1,8,10,10,9,10,8,7,9,9,9,9,10,10,10,90,100,5,4,5,7,5,5,5,5,7,8,5,8,10,10,10,5,5,9,8,8,8,8,8,7,10,10,7,5,7,8,5,8,5,1,5,3,5,3,5,3,1,5,5,7,5,5,5,7,6,3,8,50,50,5,5,5,0,50,1,4
2020-05-01 21:53,2020-05-01 22:31,IP Address,99.232.240.227,100,2333,TRUE,2020-05-01 22:31,R_5tkB742Fx4BEBeF,,,,,43.58979797,-79.75990295,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,21,In a relationship,0,Unemployed looking for work,,4,No,No,213,10,3,7,8,8,9,10,10,8,8,10,10,8,8,8,90,5,5,3,4,7,8,8,5,6,10,9,3,7,3,9,7,9,0,3,6,6,9,7,4,7,6,6,5,4,6,6,7,7,8,6,6,6,6,5,4,6,5,5,10,8,4,3,6,4,2,2,6,8,70,70,5,14,5,0,50,300 minutes,4 hours
2020-05-01 22:19,2020-05-01 22:36,IP Address,70.49.147.82,100,1000,TRUE,2020-05-01 22:36,R_2AQgKTHtxvvVpto,,,,,42.27830505,-83.0766983,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,30,In a relationship,0,Student,,1,No,No,213,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,3,2,6,6,7,4,3,10,6,7,7,10,10,10,8,10,10,9,8,8,7,9,8,8,7,10,8,6,6,10,7,8,8,6,6,8,7,2,7,3,10,8,7,7,3,7,8,6,7,7,10,70,70,5,16,10,0,25,300,4
2020-05-01 21:58,2020-05-01 22:55,IP Address,74.14.20.100,100,3416,TRUE,2020-05-01 22:55,R_26hCDiVO3W9ngeq,,,,,43.79519653,-79.26699829,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,70,Married,2,Retired,,5- In the middle in Canada,No,No,213,9,0,9,9,9,9,9,9,8,9,9,9,9,9,9,50,25,25,8,7,5,5,5,9,9,1,1,1,1,5,8,8,8,2,5,5,5,5,5,5,5,5,8,8,7,7,7,8,8,8,1,1,7,5,5,5,5,5,5,8,7,6,5,7,7,6,5,5,6,30,30,6,5,8,0,25,3 minutes,4 hours
2020-05-01 19:44,2020-05-01 23:47,IP Address,99.247.226.170,100,14585,TRUE,2020-05-01 23:47,R_2YJmRihfr43rzim,,,,,43.83039856,-79.5039978,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,27,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,9,1,9,9,10,7,6,7,4,9,9,9,6,9,10,70,20,10,6,6,4,6,2,10,4,1,0,0,0,9,8,8,8,0,3,8,9,9,6,4,6,6,7,9,1,2,4,4,2,8,7,7,3,2,8,3,9,6,4,8,9,7,1,6,7,3,6,7,8,40,70,2,14,7,0,50,300,4
2020-05-02 0:27,2020-05-02 0:46,IP Address,100.42.21.17,100,1139,TRUE,2020-05-02 0:46,R_UcPBVZHCFCVBmpz,,,,,43.66439819,-79.41950226,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,28,In a relationship,0,Employed full time,,5- In the middle in Canada,No,No,213,10,1,8,9,10,8,8,10,10,9,10,9,8,10,10,80,10,10,6,7,7,7,7,6,6,6,3,1,6,3,8,8,9,2,2,8,6,7,6,6,8,7,8,9,7,6,6,7,7,7,6,8,6,5,8,3,8,7,5,10,10,7,0,9,7,0,3,7,8,50,60,6,1,4,0,50 cents,300 mins,4 hour
2020-05-02 1:02,2020-05-02 1:33,IP Address,74.12.23.109,100,1901,TRUE,2020-05-02 1:33,R_2qdws6tWJUPGU0e,,,,,43.62489319,-79.78759766,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,22,Single,0,Other,At a job loss due to COVID-19 but will be working there again after this is all over.,2,No,No,213,8,1,7,9,10,6,7,6,3,8,9,8,10,9,3,60,20,20,4,4,5,7,3,5,8,8,5,1,1,3,10,9,9,0,3,6,8,10,10,5,0,8,7,5,3,5,5,5,5,5,7,2,6,6,6,3,4,2,0,9,9,1,0,3,1,0,0,5,9,10,40,1,16,8,0,50 cents ,100 Minutes?,4 hours
2020-05-02 1:32,2020-05-02 2:01,IP Address,173.183.77.83,100,1716,TRUE,2020-05-02 2:01,R_3iOqALglockiXQZ,,,,,48.48080444,-123.3164978,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,60,Married,3,Unemployed looking for work,,7,No,No,213,10,1,9,10,10,8,8,9,7,8,8,9,6,8,8,50,30,200,7,7,6,4,4,10,9,1,2,0,0,3,9,9,8,2,2,5,4,8,7,7,9,8,9,9,8,8,8,8,8,8,8,1,9,3,4,3,8,4,2,8,9,5,1,5,5,2,3,5,8,10,10,5,11,9,0,50,3 minutes,7 hours
2020-05-02 1:46,2020-05-02 2:11,IP Address,70.30.42.204,100,1527,TRUE,2020-05-02 2:11,R_3eyRwTLrsg9taYc,,,,,43.88409424,-79.06069946,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,29,Single,0,Unemployed looking for work,,6,No,No,213,10,0,8,8,10,10,10,10,10,10,10,10,10,10,8,100,0,0,6,7,10,8,0,10,10,5,5,5,5,8,10,10,10,0,2,8,7,10,0,5,7,10,10,10,7,8,8,8,8,10,8,6,7,6,7,0,8,5,0,10,8,0,1,3,2,2,2,1,0,100,90,8,16,7,0,50,3 minutes,4
2020-05-02 2:16,2020-05-02 2:32,IP Address,72.141.201.120,100,971,TRUE,2020-05-02 2:32,R_OoHXo0z7neFYbNT,,,,,43.99819946,-79.46250153,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,Single,0,Student,,5- In the middle in Canada,No,No,213,10,0,9,9,10,7,7,6,7,8,9,10,9,10,10,80,10,10,5,6,4,4,2,10,7,1,1,1,1,6,7,7,6,1,1,6,6,6,6,6,6,6,7,6,6,6,6,6,8,7,6,9,4,1,3,2,4,3,3,8,6,6,2,5,6,3,4,4,7,10,20,2,11,3,0,25 cents,3 minutes,7 hours
2020-05-02 6:08,2020-05-02 6:27,IP Address,99.228.74.233,100,1156,TRUE,2020-05-02 6:27,R_2uyuUYS2wvP2Jtk,,,,,43.81370544,-79.45310211,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,41,Married,2,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,5,10,10,10,9,10,10,50,25,25,5,5,5,5,7,10,10,0,0,0,0,7,9,10,9,0,1,8,7,9,8,6,9,10,9,9,8,10,10,10,4,7,10,5,9,8,9,7,8,8,3,9,8,8,1,9,9,1,8,8,9,80,80,5,4,9,0,50 cents,300 minutes ,4 hours
2020-05-02 6:09,2020-05-02 6:34,IP Address,74.14.129.74,100,1484,TRUE,2020-05-02 6:34,R_1FtS85ly52C0jWk,,,,,43.76870728,-79.4108963,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,30,Single,0,Student,,5- In the middle in Canada,No,No,213,9,0,10,10,10,7,7,10,7,10,9,9,9,10,9,50,25,25,5,5,5,5,5,8,6,0,0,0,0,3,8,8,8,2,4,8,8,8,8,7,7,7,3,4,3,2,2,3,4,4,8,5,2,7,6,5,5,3,4,9,8,4,2,3,4,2,4,3,8,70,70,4,6,3,0,25,300,4
2020-05-02 6:11,2020-05-02 7:10,IP Address,65.95.27.240,100,3553,TRUE,2020-05-02 7:10,R_2pRZdJbDeLJijwu,,,,,43.88409424,-79.06069946,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,54,Married,1,Employed full time,,6,No,Yes,213,10,0,10,0,10,8,8,10,3,8,10,10,10,10,10,100,50,50,8,6,7,9,8,10,10,0,0,0,0,0,10,10,10,0,0,6,0,8,7,8,9,9,9,10,8,9,9,10,8,8,5,7,8,2,2,0,7,2,0,10,8,8,0,8,8,8,8,8,8,0,20,2,16,5,0,50,300,4
2020-05-02 8:04,2020-05-02 8:29,IP Address,24.142.55.34,100,1524,TRUE,2020-05-02 8:29,R_1LUTWMjH5aLvHHt,,,,,45.05459595,-63.38050079,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,72,Married,2,Retired,,7,No,No,213,9,1,10,10,10,9,9,10,10,9,7,8,7,8,9,40,60,0,7,8,5,6,5,10,10,0,0,0,0,3,9,9,9,0,0,9,8,9,8,6,3,0,7,7,6,6,7,9,6,7,3,5,7,4,5,2,7,4,0,8,7,5,0,5,6,3,5,5,7,10,30,5,7,8,0,50,3,4
2020-05-02 8:08,2020-05-02 8:35,IP Address,76.67.61.222,100,1612,TRUE,2020-05-02 8:35,R_332cmYmUlLD61F8,,,,,43.76800537,-79.21420288,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,61,Single,0,Retired,,2,No,No,213,9,1,9,1,1,10,10,10,7,1,9,9,9,9,9,180,20,0,4,5,3,7,7,8,8,1,1,1,1,8,2,8,8,1,1,2,2,7,7,1,8,1,3,5,6,7,6,5,6,7,4,6,4,1,1,1,1,1,1,8,7,3,2,5,3,3,1,1,5,40,60,7,1,7,0,50 cents,3 minutes,4 hours
2020-05-02 8:39,2020-05-02 9:04,IP Address,64.137.145.18,100,1472,TRUE,2020-05-02 9:04,R_Q5kEfCas6i8Lv2N,,,,,43.6546936,-79.36229706,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,31,In a relationship,0,Employed full time,,7,No,No,213,8,0,7,9,10,10,10,10,4,10,9,9,6,10,9,75,25,0,7,7,5,6,3,10,8,2,1,1,1,6,9,10,10,0,2,7,8,9,10,7,9,10,7,7,8,9,9,8,6,7,7,8,7,8,7,6,7,3,1,10,9,6,0,7,7,1,9,9,8,20,30,2,11,7,0,25 cents,3 minutes,7 hours
2020-05-02 9:26,2020-05-02 10:04,IP Address,70.31.72.229,100,2265,TRUE,2020-05-02 10:04,R_3lAlQEg12KGZ66L,,,,,45.44459534,-75.6384964,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,73,Married,2,Retired,,5- In the middle in Canada,No,Yes,213,10,6,9,10,10,8,5,10,8,9,9,9,6,8,8,20,70,10,9,8,8,9,5,10,10,4,1,0,2,9,9,9,9,2,1,6,8,9,9,5,6,5,9,9,9,8,9,10,5,2,7,2,5,1,3,0,4,0,0,9,9,2,1,5,2,0,3,4,6,50,30,5,4,8,0,50,900 minutes,4
2020-05-02 9:40,2020-05-02 10:06,IP Address,76.68.117.123,100,1525,TRUE,2020-05-02 10:06,R_1OMMtKbql6f9dHu,,,,,43.88409424,-79.06069946,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,33,Married,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,9,9,10,6,6,6,7,5,9,10,9,9,9,100,0,0,8,6,5,7,6,1,6,0,0,0,0,4,9,9,10,1,0,7,7,8,9,6,6,8,7,7,9,10,10,10,5,9,7,4,8,5,6,6,6,5,1,9,8,5,1,6,6,3,6,6,6,70,70,2,16,8,0,50,300,7 hours
2020-05-02 9:54,2020-05-02 11:12,IP Address,142.165.218.221,100,4673,TRUE,2020-05-02 11:12,R_29brgKx6iDSOyjW,,,,,52.15699768,-106.5614014,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,61,Married,0,Unemployed looking for work,,4,No,No,213,5,5,5,10,10,8,8,8,9,8,9,9,9,9,9,100,0,0,8,7,5,8,9,10,10,8,5,1,5,5,8,9,8,1,5,9,8,8,9,9,5,9,8,9,9,9,9,9,5,9,5,0,9,5,8,5,9,5,5,10,10,5,0,10,5,0,5,9,10,10,50,9,12,9,0,50 cents,300 minutes,4 hours
2020-05-02 10:51,2020-05-02 11:14,IP Address,192.0.175.104,100,1381,TRUE,2020-05-02 11:14,R_3qIO1xao7obn9lj,,,,,43.73060608,-79.42169952,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,36,Married,1,Employed full time,,7,No,No,213,9,3,9,9,9,9,9,9,8,7,7,7,5,8,8,100,0,0,6,6,5,6,5,5,5,5,5,3,3,5,6,6,6,4,4,7,7,8,6,6,8,6,6,6,6,6,5,6,6,7,5,6,5,5,6,6,7,5,4,7,7,5,5,5,5,6,6,5,5,30,50,5,7,7,0,50,300,4
2020-05-02 11:30,2020-05-02 11:52,IP Address,24.246.50.122,100,1337,TRUE,2020-05-02 11:52,R_72NcvFxmK8uRsdz,,,,,43.8789978,-79.26380157,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,51,Married,2,Employed full time,,8,No,No,213,9,1,5,8,10,7,7,10,2,8,8,8,3,8,7,100,0,0,5,7,5,8,7,10,5,0,0,0,0,3,8,8,8,0,0,0,0,0,5,0,5,5,6,6,8,8,8,9,5,8,5,3,8,5,2,5,0,0,0,8,8,5,0,2,2,1,0,0,7,20,60,3,12,8,0,50,300,7
2020-05-02 11:45,2020-05-02 12:02,IP Address,69.157.125.199,100,1011,TRUE,2020-05-02 12:02,R_u2DRZEPxsd2Cbeh,,,,,43.66439819,-79.41950226,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,28,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,8,8,5,5,5,10,10,3,3,3,3,2,10,10,10,0,0,10,1,10,10,7,10,3,10,10,3,7,7,6,10,10,2,7,7,4,6,4,6,4,4,10,10,6,0,7,7,0,0,8,10,10,30,5,4,8,0,50 cents,300 minutes ,4 hours
2020-05-02 11:53,2020-05-02 12:21,IP Address,99.225.249.250,100,1725,TRUE,2020-05-02 12:21,R_6XVdOkfvgNScYO5,,,,,43.5697937,-80.24210358,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,44,Married,1,Employed part-time,,6,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,40,30,6,5,5,8,5,10,10,5,0,0,0,3,10,10,10,0,5,10,10,8,10,6,5,10,8,6,8,9,10,10,8,7,3,2,7,0,5,0,5,5,0,10,10,3,0,8,5,0,5,5,10,70,90,5,16,9,0,25,3,7
2020-05-02 12:47,2020-05-02 13:04,IP Address,108.168.78.2,100,1002,TRUE,2020-05-02 13:04,R_2rwpvDqHVwhMZeY,,,,,43.81129456,-79.18800354,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,29,Single,0,Employed full time,,3,No,No,213,10,0,10,10,10,8,8,8,8,7,8,7,10,10,10,80,10,10,5,4,5,8,1,8,7,0,0,0,0,3,8,7,8,0,8,6,6,7,6,7,7,7,5,7,8,8,8,8,8,7,7,3,5,1,1,1,2,2,0,10,10,8,0,5,8,0,8,5,9,40,50,8,10,8,0,50,300,7
2020-05-02 13:02,2020-05-02 13:15,IP Address,72.140.142.12,100,760,TRUE,2020-05-02 13:15,R_1mKqzPZmDlbsrAr,,,,,43.84550476,-79.2634964,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,34,Married,1,Employed full time,,8,No,No,213,10,0,10,10,10,9,10,9,10,9,10,10,10,10,10,100,0,0,7,8,5,10,10,10,10,0,0,0,0,9,10,9,9,1,2,9,9,9,9,9,9,9,8,8,8,8,8,8,6,3,9,10,8,7,8,4,9,7,0,10,10,10,0,10,5,0,8,8,9,80,70,4,6,8,0,25 cents,3 minutes,dont know
2020-05-02 12:31,2020-05-02 13:24,IP Address,24.69.157.224,100,3195,TRUE,2020-05-02 13:24,R_1LGYgpvWsklDb0V,,,,,48.41520691,-123.3655014,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,30,Married,0,Unemployed looking for work,,6,No,No,213,9,0,9,10,10,9,9,10,7,7,10,9,3,10,10,100,0,0,7,7,8,8,8,6,6,4,0,0,0,1,10,10,10,1,0,10,10,10,10,6,10,8,9,9,8,8,8,10,8,8,2,1,7,6,6,4,5,2,0,9,9,8,1,5,5,1,5,5,7,50,50,3,16,8,0,25,3 minutes,7 hours
